id;issue_d;ano_mes;ano;valor_emprestimo;taxa_juros;parcela;term_meses;grade;sub_grade;renda_anual;faixa_renda;dti;faixa_dti;finalidade;estado;status_verificacao;moradia;loan_status;status_carteira;inadimplente
125147881;01/12/2017;01/12/2017;2017;25000.0;6.72;768.74;36.0;A;A3;46000.0;30k-50k;23.87;20-30;debt_consolidation;CA;Not Verified;RENT;Current;Em dia;0
128090679;01/02/2018;01/02/2018;2018;28000.0;6.08;852.83;36.0;A;A2;60000.0;50k-75k;4.33;0-10;moving;NC;Verified;MORTGAGE;Current;Em dia;0
144797687;01/12/2018;01/12/2018;2018;5000.0;8.81;158.56;36.0;A;A5;37300.0;30k-50k;4.67;0-10;debt_consolidation;NY;Not Verified;MORTGAGE;Current;Em dia;0
128738148;01/02/2018;01/02/2018;2018;6000.0;7.97;187.94;36.0;A;A5;50000.0;30k-50k;8.16;0-10;debt_consolidation;MI;Not Verified;OWN;Current;Em dia;0
122226983;01/11/2017;01/11/2017;2017;9575.0;7.21;296.57;36.0;A;A3;32000.0;30k-50k;54.95;40+;medical;TX;Verified;MORTGAGE;Current;Em dia;0
137802969;01/08/2018;01/08/2018;2018;9500.0;8.46;299.72;36.0;A;A5;115000.0;100k-150k;13.54;out/20;credit_card;TX;Not Verified;MORTGAGE;Current;Em dia;0
129084102;01/02/2018;01/02/2018;2018;15000.0;7.97;469.84;36.0;A;A5;61000.0;50k-75k;29.86;20-30;debt_consolidation;FL;Not Verified;MORTGAGE;Current;Em dia;0
126827168;01/02/2018;01/02/2018;2018;40000.0;5.32;1204.6;36.0;A;A1;180000.0;150k+;12.06;out/20;debt_consolidation;CO;Verified;MORTGAGE;Fully Paid;Quitado;0
145059340;01/12/2018;01/12/2018;2018;30000.0;8.19;942.73;36.0;A;A4;128000.0;100k-150k;26.41;20-30;credit_card;FL;Not Verified;RENT;Current;Em dia;0
98935767;01/02/2017;01/02/2017;2017;30000.0;7.49;933.05;36.0;A;A4;120000.0;100k-150k;17.75;out/20;credit_card;MA;Verified;MORTGAGE;Current;Em dia;0
131128398;01/04/2018;01/04/2018;2018;7700.0;5.31;231.85;36.0;A;A1;33800.0;30k-50k;6.14;0-10;credit_card;CA;Not Verified;RENT;Current;Em dia;0
116922591;01/08/2017;01/08/2017;2017;5000.0;5.32;150.58;36.0;A;A1;60000.0;50k-75k;26.4;20-30;debt_consolidation;CA;Not Verified;OWN;Current;Em dia;0
120041489;01/10/2017;01/10/2017;2017;20000.0;7.35;620.75;36.0;A;A4;80000.0;75k-100k;11.4;out/20;debt_consolidation;MO;Not Verified;RENT;Current;Em dia;0
141315340;01/10/2018;01/10/2018;2018;1000.0;7.21;30.98;36.0;A;A3;70000.0;50k-75k;11.33;out/20;debt_consolidation;VA;Not Verified;MORTGAGE;Fully Paid;Quitado;0
144315922;01/12/2018;01/12/2018;2018;9000.0;7.02;277.98;36.0;A;A2;75000.0;50k-75k;13.82;out/20;credit_card;GA;Not Verified;RENT;Current;Em dia;0
119926717;01/10/2017;01/10/2017;2017;25000.0;5.32;752.87;36.0;A;A1;52000.0;50k-75k;9.08;0-10;debt_consolidation;OH;Not Verified;OWN;Current;Em dia;0
126825798;01/01/2018;01/01/2018;2018;10300.0;5.32;310.19;36.0;A;A1;176000.0;150k+;4.87;0-10;small_business;CT;Source Verified;MORTGAGE;Current;Em dia;0
137972492;01/08/2018;01/08/2018;2018;12000.0;7.21;371.68;36.0;A;A3;57000.0;50k-75k;18.65;out/20;debt_consolidation;CO;Source Verified;MORTGAGE;Current;Em dia;0
96184907;01/12/2016;01/12/2016;2016;20000.0;6.99;617.46;36.0;A;A2;250000.0;150k+;8.89;0-10;credit_card;CT;Source Verified;MORTGAGE;Fully Paid;Quitado;0
135798574;01/06/2018;01/06/2018;2018;10000.0;5.31;301.11;36.0;A;A1;150000.0;100k-150k;21.7;20-30;debt_consolidation;CA;Not Verified;OWN;Current;Em dia;0
145173636;01/12/2018;01/12/2018;2018;8000.0;8.19;251.4;36.0;A;A4;45000.0;30k-50k;26.8;20-30;debt_consolidation;TX;Source Verified;MORTGAGE;Current;Em dia;0
111693429;01/06/2017;01/06/2017;2017;8000.0;7.35;248.3;36.0;A;A4;40000.0;30k-50k;30.31;30-40;debt_consolidation;CT;Not Verified;MORTGAGE;Current;Em dia;0
96725594;01/01/2017;01/01/2017;2017;10000.0;6.99;308.73;36.0;A;A2;85000.0;75k-100k;16.17;out/20;other;CA;Source Verified;RENT;Current;Em dia;0
135755660;01/06/2018;01/06/2018;2018;13000.0;7.46;260.25;60.0;A;A4;66948.0;50k-75k;20.88;20-30;credit_card;OH;Not Verified;MORTGAGE;Current;Em dia;0
96861164;01/01/2017;01/01/2017;2017;2200.0;6.99;67.92;36.0;A;A2;62000.0;50k-75k;10.24;out/20;home_improvement;NY;Not Verified;RENT;Fully Paid;Quitado;0
94801219;01/12/2016;01/12/2016;2016;12800.0;7.99;401.05;36.0;A;A5;36000.0;30k-50k;21.53;20-30;debt_consolidation;CA;Not Verified;MORTGAGE;Fully Paid;Quitado;0
119231800;01/09/2017;01/09/2017;2017;25000.0;5.32;752.87;36.0;A;A1;110000.0;100k-150k;15.0;out/20;debt_consolidation;FL;Not Verified;MORTGAGE;Fully Paid;Quitado;0
119246798;01/10/2017;01/10/2017;2017;15000.0;5.32;451.73;36.0;A;A1;152000.0;150k+;7.6;0-10;debt_consolidation;CO;Not Verified;MORTGAGE;Fully Paid;Quitado;0
135760067;01/06/2018;01/06/2018;2018;12000.0;7.46;373.06;36.0;A;A4;42000.0;30k-50k;24.89;20-30;debt_consolidation;NC;Not Verified;OWN;Current;Em dia;0
142033521;01/10/2018;01/10/2018;2018;17000.0;7.84;531.47;36.0;A;A4;72000.0;50k-75k;10.52;out/20;major_purchase;CA;Source Verified;RENT;Current;Em dia;0
129199407;01/02/2018;01/02/2018;2018;20000.0;6.71;614.9;36.0;A;A3;75000.0;50k-75k;5.36;0-10;credit_card;MN;Source Verified;MORTGAGE;Current;Em dia;0
97557570;01/02/2017;01/02/2017;2017;7000.0;7.99;219.33;36.0;A;A5;58000.0;50k-75k;15.87;out/20;debt_consolidation;NJ;Not Verified;MORTGAGE;Current;Em dia;0
113194161;01/07/2017;01/07/2017;2017;25000.0;7.97;506.56;60.0;A;A5;150000.0;100k-150k;8.7;0-10;debt_consolidation;OK;Not Verified;MORTGAGE;Fully Paid;Quitado;0
140376186;01/09/2018;01/09/2018;2018;10000.0;6.67;307.27;36.0;A;A2;72000.0;50k-75k;13.05;out/20;debt_consolidation;TX;Source Verified;MORTGAGE;Current;Em dia;0
135001224;01/06/2018;01/06/2018;2018;12000.0;6.19;366.1;36.0;A;A2;65000.0;50k-75k;6.15;0-10;debt_consolidation;ID;Verified;RENT;Fully Paid;Quitado;0
126794306;01/01/2018;01/01/2018;2018;10000.0;7.35;199.67;60.0;A;A4;85000.0;75k-100k;2.32;0-10;other;RI;Not Verified;RENT;Fully Paid;Quitado;0
113180063;01/07/2017;01/07/2017;2017;20400.0;7.97;638.98;36.0;A;A5;130000.0;100k-150k;19.38;out/20;medical;TX;Verified;MORTGAGE;Fully Paid;Quitado;0
119373713;01/09/2017;01/09/2017;2017;1600.0;7.35;49.66;36.0;A;A4;38000.0;30k-50k;14.66;out/20;major_purchase;FL;Not Verified;MORTGAGE;Current;Em dia;0
111514502;01/06/2017;01/06/2017;2017;35000.0;7.97;1096.29;36.0;A;A5;80000.0;75k-100k;14.76;out/20;credit_card;KY;Verified;MORTGAGE;Fully Paid;Quitado;0
135931022;01/07/2018;01/07/2018;2018;15000.0;6.19;457.63;36.0;A;A2;40000.0;30k-50k;30.48;30-40;credit_card;WI;Not Verified;MORTGAGE;Current;Em dia;0
127544963;01/01/2018;01/01/2018;2018;18000.0;6.08;548.25;36.0;A;A2;55000.0;50k-75k;17.85;out/20;debt_consolidation;CT;Not Verified;RENT;Current;Em dia;0
140378955;01/09/2018;01/09/2018;2018;12000.0;7.84;375.16;36.0;A;A4;70000.0;50k-75k;17.04;out/20;debt_consolidation;NY;Not Verified;MORTGAGE;Current;Em dia;0
145578066;01/12/2018;01/12/2018;2018;30000.0;7.02;926.59;36.0;A;A2;92000.0;75k-100k;12.91;out/20;major_purchase;MO;Not Verified;MORTGAGE;Current;Em dia;0
136629206;01/07/2018;01/07/2018;2018;35000.0;8.46;1104.22;36.0;A;A5;67000.0;50k-75k;14.26;out/20;debt_consolidation;IL;Source Verified;MORTGAGE;Current;Em dia;0
135652058;01/06/2018;01/06/2018;2018;12000.0;6.83;369.6;36.0;A;A3;46000.0;30k-50k;10.44;out/20;debt_consolidation;NC;Not Verified;MORTGAGE;Current;Em dia;0
138408229;01/08/2018;01/08/2018;2018;30000.0;6.67;921.8;36.0;A;A2;350000.0;150k+;7.08;0-10;debt_consolidation;NY;Verified;RENT;Current;Em dia;0
138064512;01/08/2018;01/08/2018;2018;10000.0;6.67;307.27;36.0;A;A2;92000.0;75k-100k;3.76;0-10;credit_card;CA;Not Verified;RENT;Current;Em dia;0
138889801;01/08/2018;01/08/2018;2018;10000.0;6.11;304.72;36.0;A;A1;45000.0;30k-50k;18.69;out/20;credit_card;OH;Source Verified;MORTGAGE;Current;Em dia;0
132448300;01/04/2018;01/04/2018;2018;15000.0;6.71;461.18;36.0;A;A3;45000.0;30k-50k;14.72;out/20;debt_consolidation;CA;Not Verified;RENT;Current;Em dia;0
129077124;01/02/2018;01/02/2018;2018;20000.0;7.35;620.75;36.0;A;A4;60000.0;50k-75k;3.48;0-10;other;TX;Source Verified;RENT;Current;Em dia;0
122279030;01/10/2017;01/10/2017;2017;10000.0;7.97;313.23;36.0;A;A5;37000.0;30k-50k;26.5;20-30;credit_card;NC;Source Verified;MORTGAGE;Current;Em dia;0
130309856;01/03/2018;01/03/2018;2018;25000.0;6.71;768.62;36.0;A;A3;45000.0;30k-50k;25.94;20-30;credit_card;FL;Verified;RENT;Fully Paid;Quitado;0
125472941;01/12/2017;01/12/2017;2017;18000.0;6.72;553.49;36.0;A;A3;139000.0;100k-150k;21.64;20-30;other;CO;Not Verified;MORTGAGE;Fully Paid;Quitado;0
129022604;01/03/2018;01/03/2018;2018;8000.0;6.71;245.96;36.0;A;A3;30000.0;até 30k;6.04;0-10;debt_consolidation;PA;Source Verified;RENT;Current;Em dia;0
125711261;01/12/2017;01/12/2017;2017;1500.0;7.97;46.99;36.0;A;A5;22000.0;até 30k;17.46;out/20;moving;WV;Verified;RENT;Current;Em dia;0
128202414;01/02/2018;01/02/2018;2018;1000.0;7.35;31.04;36.0;A;A4;36000.0;30k-50k;17.2;out/20;other;AL;Not Verified;RENT;Current;Em dia;0
121870618;01/11/2017;01/11/2017;2017;25000.0;7.35;775.94;36.0;A;A4;90000.0;75k-100k;10.69;out/20;other;CA;Verified;RENT;Current;Em dia;0
135551140;01/07/2018;01/07/2018;2018;11000.0;5.31;331.22;36.0;A;A1;52000.0;50k-75k;23.75;20-30;credit_card;NC;Not Verified;RENT;Current;Em dia;0
110631102;01/06/2017;01/06/2017;2017;11400.0;5.32;343.31;36.0;A;A1;65000.0;50k-75k;22.38;20-30;debt_consolidation;CA;Source Verified;MORTGAGE;Current;Em dia;0
142191560;01/10/2018;01/10/2018;2018;5000.0;6.67;153.64;36.0;A;A2;52000.0;50k-75k;28.92;20-30;car;AR;Not Verified;MORTGAGE;Current;Em dia;0
126208958;01/12/2017;01/12/2017;2017;22000.0;7.35;682.83;36.0;A;A4;78000.0;75k-100k;24.95;20-30;credit_card;IL;Source Verified;MORTGAGE;Current;Em dia;0
135353004;01/06/2018;01/06/2018;2018;13000.0;6.19;396.61;36.0;A;A2;67000.0;50k-75k;14.1;out/20;debt_consolidation;WV;Source Verified;MORTGAGE;Current;Em dia;0
109281545;01/05/2017;01/05/2017;2017;6000.0;7.21;185.84;36.0;A;A3;95000.0;75k-100k;22.36;20-30;debt_consolidation;FL;Not Verified;RENT;Current;Em dia;0
129623152;01/03/2018;01/03/2018;2018;8000.0;7.96;250.55;36.0;A;A5;52000.0;50k-75k;4.78;0-10;other;FL;Not Verified;MORTGAGE;In Grace Period;Outro;0
134912285;01/06/2018;01/06/2018;2018;30000.0;8.08;941.2;36.0;A;A5;115000.0;100k-150k;19.95;out/20;credit_card;WA;Not Verified;RENT;Current;Em dia;0
144429372;01/12/2018;01/12/2018;2018;11000.0;7.56;342.48;36.0;A;A3;45000.0;30k-50k;20.0;out/20;debt_consolidation;CA;Source Verified;RENT;Current;Em dia;0
133197828;01/05/2018;01/05/2018;2018;10000.0;6.83;308.0;36.0;A;A3;81000.0;75k-100k;9.39;0-10;debt_consolidation;CA;Not Verified;RENT;Current;Em dia;0
96868179;01/01/2017;01/01/2017;2017;8000.0;7.99;250.66;36.0;A;A5;104000.0;100k-150k;18.6;out/20;car;MO;Not Verified;MORTGAGE;Current;Em dia;0
116271856;01/08/2017;01/08/2017;2017;7000.0;7.97;219.26;36.0;A;A5;40000.0;30k-50k;12.27;out/20;debt_consolidation;NC;Source Verified;RENT;Fully Paid;Quitado;0
119361362;01/09/2017;01/09/2017;2017;40000.0;7.21;1238.93;36.0;A;A3;159000.0;150k+;32.84;30-40;credit_card;WI;Verified;MORTGAGE;Current;Em dia;0
111629886;01/06/2017;01/06/2017;2017;20000.0;7.97;626.46;36.0;A;A5;97000.0;75k-100k;8.82;0-10;credit_card;CA;Not Verified;MORTGAGE;Current;Em dia;0
132697923;01/05/2018;01/05/2018;2018;1800.0;6.71;55.35;36.0;A;A3;40000.0;30k-50k;13.74;out/20;other;KY;Source Verified;MORTGAGE;Current;Em dia;0
100095250;01/03/2017;01/03/2017;2017;23000.0;5.32;692.64;36.0;A;A1;125000.0;100k-150k;18.49;out/20;debt_consolidation;CA;Not Verified;RENT;Fully Paid;Quitado;0
142916822;01/10/2018;01/10/2018;2018;3500.0;6.67;107.55;36.0;A;A2;40000.0;30k-50k;13.98;out/20;credit_card;NV;Not Verified;MORTGAGE;Current;Em dia;0
128321108;01/03/2018;01/03/2018;2018;13500.0;6.72;415.12;36.0;A;A3;48000.0;30k-50k;17.83;out/20;debt_consolidation;CO;Not Verified;MORTGAGE;Current;Em dia;0
138502762;01/08/2018;01/08/2018;2018;4200.0;8.46;132.51;36.0;A;A5;28000.0;até 30k;26.19;20-30;debt_consolidation;NC;Source Verified;RENT;Current;Em dia;0
103210558;01/03/2017;01/03/2017;2017;13700.0;7.99;429.25;36.0;A;A5;80000.0;75k-100k;7.08;0-10;debt_consolidation;FL;Source Verified;MORTGAGE;Current;Em dia;0
110001681;01/06/2017;01/06/2017;2017;28000.0;7.21;867.25;36.0;A;A3;72000.0;50k-75k;15.52;out/20;debt_consolidation;IL;Verified;MORTGAGE;Current;Em dia;0
131479732;01/04/2018;01/04/2018;2018;20000.0;7.96;626.36;36.0;A;A5;105000.0;100k-150k;13.26;out/20;debt_consolidation;CA;Not Verified;MORTGAGE;Fully Paid;Quitado;0
125738566;01/01/2018;01/01/2018;2018;20000.0;7.97;626.46;36.0;A;A5;60000.0;50k-75k;15.83;out/20;credit_card;NY;Not Verified;RENT;Current;Em dia;0
130839752;01/03/2018;01/03/2018;2018;30000.0;6.71;589.94;60.0;A;A3;95000.0;75k-100k;15.16;out/20;credit_card;CA;Verified;MORTGAGE;Current;Em dia;0
134411674;01/06/2018;01/06/2018;2018;30000.0;7.46;600.57;60.0;A;A4;50000.0;30k-50k;3.55;0-10;debt_consolidation;NY;Source Verified;RENT;Current;Em dia;0
143295093;01/11/2018;01/11/2018;2018;10000.0;7.02;308.87;36.0;A;A2;70000.0;50k-75k;2.38;0-10;debt_consolidation;FL;Not Verified;MORTGAGE;Current;Em dia;0
97445238;01/02/2017;01/02/2017;2017;10800.0;7.24;334.66;36.0;A;A3;40000.0;30k-50k;23.34;20-30;debt_consolidation;GA;Not Verified;MORTGAGE;Fully Paid;Quitado;0
110937458;01/06/2017;01/06/2017;2017;10000.0;7.21;309.74;36.0;A;A3;90000.0;75k-100k;10.19;out/20;debt_consolidation;OH;Not Verified;RENT;Current;Em dia;0
128721018;01/02/2018;01/02/2018;2018;12000.0;6.72;369.0;36.0;A;A3;75000.0;50k-75k;17.91;out/20;credit_card;OR;Not Verified;MORTGAGE;Current;Em dia;0
117276554;01/08/2017;01/08/2017;2017;12000.0;7.97;243.15;60.0;A;A5;130000.0;100k-150k;17.94;out/20;home_improvement;CO;Not Verified;RENT;Current;Em dia;0
143686415;01/11/2018;01/11/2018;2018;30000.0;8.81;951.35;36.0;A;A5;150000.0;100k-150k;12.06;out/20;credit_card;NY;Verified;RENT;Current;Em dia;0
125570177;01/12/2017;01/12/2017;2017;30000.0;6.08;913.75;36.0;A;A2;65000.0;50k-75k;15.77;out/20;other;IL;Source Verified;MORTGAGE;Current;Em dia;0
125829144;01/12/2017;01/12/2017;2017;20000.0;6.72;614.99;36.0;A;A3;63000.0;50k-75k;14.95;out/20;house;IL;Not Verified;MORTGAGE;Current;Em dia;0
126264182;01/12/2017;01/12/2017;2017;6000.0;5.32;180.69;36.0;A;A1;45000.0;30k-50k;12.64;out/20;debt_consolidation;SD;Not Verified;OWN;Fully Paid;Quitado;0
137620080;01/07/2018;01/07/2018;2018;9600.0;7.21;297.35;36.0;A;A3;250000.0;150k+;3.74;0-10;credit_card;NC;Not Verified;OWN;Current;Em dia;0
145435585;01/12/2018;01/12/2018;2018;10000.0;6.46;306.31;36.0;A;A1;115000.0;100k-150k;3.73;0-10;debt_consolidation;NY;Source Verified;RENT;Current;Em dia;0
113099920;01/07/2017;01/07/2017;2017;7200.0;5.32;216.83;36.0;A;A1;82000.0;75k-100k;6.04;0-10;home_improvement;CA;Source Verified;RENT;Fully Paid;Quitado;0
120615476;01/10/2017;01/10/2017;2017;36000.0;5.32;1084.14;36.0;A;A1;220000.0;150k+;17.41;out/20;home_improvement;NV;Verified;MORTGAGE;Current;Em dia;0
113180270;01/07/2017;01/07/2017;2017;9600.0;5.32;289.11;36.0;A;A1;135000.0;100k-150k;10.03;out/20;credit_card;OH;Verified;MORTGAGE;Fully Paid;Quitado;0
142360631;01/11/2018;01/11/2018;2018;40000.0;6.11;1218.88;36.0;A;A1;220000.0;150k+;14.32;out/20;debt_consolidation;FL;Source Verified;MORTGAGE;Current;Em dia;0
142339990;01/10/2018;01/10/2018;2018;30000.0;6.11;581.52;60.0;A;A1;91200.0;75k-100k;23.73;20-30;credit_card;FL;Source Verified;RENT;Current;Em dia;0
144036250;01/11/2018;01/11/2018;2018;21000.0;8.19;659.91;36.0;A;A4;120000.0;100k-150k;10.59;out/20;debt_consolidation;MO;Not Verified;MORTGAGE;Current;Em dia;0
114983842;01/08/2017;01/08/2017;2017;10000.0;7.07;309.1;36.0;A;A2;63000.0;50k-75k;10.42;out/20;debt_consolidation;GA;Not Verified;MORTGAGE;Current;Em dia;0
138343947;01/08/2018;01/08/2018;2018;20000.0;6.67;614.53;36.0;A;A2;130000.0;100k-150k;11.02;out/20;credit_card;WI;Source Verified;MORTGAGE;Current;Em dia;0
132127806;01/04/2018;01/04/2018;2018;21000.0;7.34;651.69;36.0;A;A4;73000.0;50k-75k;14.93;out/20;debt_consolidation;NJ;Source Verified;MORTGAGE;Current;Em dia;0
96199884;01/01/2017;01/01/2017;2017;3500.0;7.49;108.86;36.0;A;A4;45000.0;30k-50k;23.44;20-30;other;IN;Not Verified;MORTGAGE;Fully Paid;Quitado;0
138692503;01/08/2018;01/08/2018;2018;40000.0;8.46;1261.97;36.0;A;A5;174000.0;150k+;10.34;out/20;debt_consolidation;WY;Source Verified;MORTGAGE;Current;Em dia;0
99232072;01/03/2017;01/03/2017;2017;10000.0;7.49;311.02;36.0;A;A4;40000.0;30k-50k;20.04;20-30;debt_consolidation;FL;Source Verified;RENT;Fully Paid;Quitado;0
145291646;01/12/2018;01/12/2018;2018;10000.0;6.46;306.31;36.0;A;A1;48884.0;30k-50k;14.0;out/20;credit_card;AZ;Not Verified;MORTGAGE;Current;Em dia;0
96513653;01/01/2017;01/01/2017;2017;28000.0;7.99;877.29;36.0;A;A5;78000.0;75k-100k;16.34;out/20;debt_consolidation;CA;Source Verified;MORTGAGE;Fully Paid;Quitado;0
145091090;01/12/2018;01/12/2018;2018;5500.0;7.56;171.24;36.0;A;A3;57000.0;50k-75k;12.74;out/20;debt_consolidation;TX;Source Verified;RENT;Current;Em dia;0
136301886;01/07/2018;01/07/2018;2018;13000.0;6.11;396.14;36.0;A;A1;75000.0;50k-75k;8.5;0-10;debt_consolidation;NY;Source Verified;OWN;Fully Paid;Quitado;0
113690651;01/08/2017;01/08/2017;2017;5000.0;7.21;154.87;36.0;A;A3;83000.0;75k-100k;10.28;out/20;home_improvement;CA;Verified;MORTGAGE;Current;Em dia;0
114790690;01/08/2017;01/08/2017;2017;2000.0;5.32;60.23;36.0;A;A1;28000.0;até 30k;29.7;20-30;other;NM;Source Verified;OWN;Current;Em dia;0
110429522;01/06/2017;01/06/2017;2017;1800.0;7.97;56.39;36.0;A;A5;60000.0;50k-75k;15.28;out/20;other;VA;Verified;MORTGAGE;Current;Em dia;0
142084726;01/10/2018;01/10/2018;2018;18000.0;6.11;548.5;36.0;A;A1;130000.0;100k-150k;21.02;20-30;debt_consolidation;FL;Not Verified;OWN;In Grace Period;Outro;0
139683463;01/09/2018;01/09/2018;2018;18000.0;6.67;553.08;36.0;A;A2;110000.0;100k-150k;11.63;out/20;credit_card;CA;Not Verified;MORTGAGE;Current;Em dia;0
139509778;01/09/2018;01/09/2018;2018;25000.0;7.21;774.34;36.0;A;A3;75000.0;50k-75k;34.79;30-40;debt_consolidation;MD;Source Verified;MORTGAGE;Current;Em dia;0
102386567;01/03/2017;01/03/2017;2017;20000.0;6.99;617.46;36.0;A;A2;80000.0;75k-100k;27.56;20-30;credit_card;AZ;Source Verified;MORTGAGE;Current;Em dia;0
134977041;01/06/2018;01/06/2018;2018;6400.0;8.08;200.79;36.0;A;A5;62000.0;50k-75k;20.09;20-30;credit_card;CA;Not Verified;OWN;Current;Em dia;0
143004811;01/11/2018;01/11/2018;2018;6000.0;8.46;189.3;36.0;A;A5;65000.0;50k-75k;11.08;out/20;credit_card;IN;Source Verified;MORTGAGE;Current;Em dia;0
142076048;01/11/2018;01/11/2018;2018;20000.0;6.11;609.44;36.0;A;A1;70000.0;50k-75k;19.96;out/20;debt_consolidation;GA;Source Verified;RENT;Current;Em dia;0
144332415;01/12/2018;01/12/2018;2018;17000.0;8.19;346.25;60.0;A;A4;60000.0;50k-75k;22.34;20-30;credit_card;MO;Verified;MORTGAGE;Current;Em dia;0
143692447;01/12/2018;01/12/2018;2018;10000.0;7.02;308.87;36.0;A;A2;105000.0;100k-150k;22.67;20-30;debt_consolidation;CA;Not Verified;RENT;Current;Em dia;0
133797041;01/05/2018;01/05/2018;2018;15000.0;7.46;466.32;36.0;A;A4;135000.0;100k-150k;17.74;out/20;debt_consolidation;CA;Source Verified;MORTGAGE;Current;Em dia;0
129882719;01/03/2018;01/03/2018;2018;15000.0;7.34;299.44;60.0;A;A4;165000.0;150k+;7.54;0-10;debt_consolidation;NJ;Source Verified;MORTGAGE;Current;Em dia;0
135447617;01/06/2018;01/06/2018;2018;15000.0;8.08;470.6;36.0;A;A5;86984.0;75k-100k;9.44;0-10;debt_consolidation;MD;Source Verified;RENT;Current;Em dia;0
132525488;01/05/2018;01/05/2018;2018;12000.0;5.31;361.33;36.0;A;A1;90000.0;75k-100k;9.04;0-10;debt_consolidation;MA;Not Verified;MORTGAGE;Current;Em dia;0
114517447;01/07/2017;01/07/2017;2017;13200.0;5.32;397.52;36.0;A;A1;165000.0;150k+;3.74;0-10;home_improvement;NM;Not Verified;MORTGAGE;Current;Em dia;0
141179651;01/10/2018;01/10/2018;2018;28000.0;7.84;875.36;36.0;A;A4;260000.0;150k+;9.39;0-10;debt_consolidation;AK;Not Verified;RENT;Current;Em dia;0
125757075;01/12/2017;01/12/2017;2017;10000.0;6.08;304.59;36.0;A;A2;125000.0;100k-150k;5.39;0-10;other;CT;Not Verified;MORTGAGE;Current;Em dia;0
126369120;01/01/2018;01/01/2018;2018;10000.0;7.35;310.38;36.0;A;A4;55000.0;50k-75k;30.96;30-40;credit_card;NV;Verified;MORTGAGE;Fully Paid;Quitado;0
131999087;01/04/2018;01/04/2018;2018;14000.0;7.96;438.46;36.0;A;A5;195000.0;150k+;4.85;0-10;credit_card;NY;Not Verified;RENT;Current;Em dia;0
142337452;01/10/2018;01/10/2018;2018;20000.0;6.11;609.44;36.0;A;A1;150000.0;100k-150k;5.57;0-10;debt_consolidation;VA;Source Verified;RENT;Current;Em dia;0
131283451;01/04/2018;01/04/2018;2018;9900.0;6.07;301.5;36.0;A;A2;88000.0;75k-100k;9.67;0-10;credit_card;IL;Not Verified;RENT;Current;Em dia;0
144469478;01/12/2018;01/12/2018;2018;12800.0;8.19;260.71;60.0;A;A4;50000.0;30k-50k;8.35;0-10;debt_consolidation;SC;Source Verified;OWN;Current;Em dia;0
134145980;01/05/2018;01/05/2018;2018;24000.0;6.83;739.19;36.0;A;A3;120000.0;100k-150k;17.31;out/20;debt_consolidation;MD;Not Verified;MORTGAGE;Current;Em dia;0
144693093;01/12/2018;01/12/2018;2018;12000.0;7.02;370.64;36.0;A;A2;60000.0;50k-75k;8.78;0-10;credit_card;NC;Source Verified;MORTGAGE;Current;Em dia;0
116523318;01/08/2017;01/08/2017;2017;5000.0;7.35;155.19;36.0;A;A4;55000.0;50k-75k;25.31;20-30;credit_card;MA;Not Verified;MORTGAGE;Current;Em dia;0
126569940;01/01/2018;01/01/2018;2018;36000.0;7.97;1127.62;36.0;A;A5;64000.0;50k-75k;11.19;out/20;other;FL;Not Verified;MORTGAGE;Current;Em dia;0
140917209;01/09/2018;01/09/2018;2018;16000.0;7.84;500.21;36.0;A;A4;123000.0;100k-150k;10.25;out/20;debt_consolidation;VA;Not Verified;RENT;Fully Paid;Quitado;0
116874794;01/08/2017;01/08/2017;2017;4500.0;7.21;139.38;36.0;A;A3;65000.0;50k-75k;9.88;0-10;debt_consolidation;CA;Not Verified;MORTGAGE;Current;Em dia;0
120642921;01/10/2017;01/10/2017;2017;2400.0;7.97;75.18;36.0;A;A5;70000.0;50k-75k;18.12;out/20;other;CA;Not Verified;RENT;Fully Paid;Quitado;0
113067872;01/07/2017;01/07/2017;2017;3500.0;7.35;108.64;36.0;A;A4;28000.0;até 30k;23.83;20-30;home_improvement;MS;Verified;MORTGAGE;Current;Em dia;0
134029942;01/05/2018;01/05/2018;2018;15000.0;8.08;470.6;36.0;A;A5;42411.0;30k-50k;29.88;20-30;debt_consolidation;UT;Not Verified;MORTGAGE;Fully Paid;Quitado;0
133911704;01/05/2018;01/05/2018;2018;29000.0;6.19;884.74;36.0;A;A2;84000.0;75k-100k;30.06;30-40;credit_card;MN;Source Verified;OWN;Current;Em dia;0
140708541;01/10/2018;01/10/2018;2018;40000.0;7.21;1238.93;36.0;A;A3;164000.0;150k+;18.45;out/20;debt_consolidation;MO;Source Verified;MORTGAGE;Current;Em dia;0
145232760;01/12/2018;01/12/2018;2018;5500.0;7.02;169.88;36.0;A;A2;21600.0;até 30k;17.05;out/20;credit_card;WA;Not Verified;RENT;Current;Em dia;0
140463524;01/09/2018;01/09/2018;2018;24000.0;6.11;731.33;36.0;A;A1;190000.0;150k+;13.6;out/20;debt_consolidation;VA;Source Verified;RENT;Current;Em dia;0
141490513;01/10/2018;01/10/2018;2018;24000.0;7.84;750.31;36.0;A;A4;125000.0;100k-150k;11.71;out/20;debt_consolidation;SC;Not Verified;RENT;Current;Em dia;0
142951754;01/11/2018;01/11/2018;2018;26000.0;6.11;503.99;60.0;A;A1;285000.0;150k+;16.46;out/20;debt_consolidation;MD;Source Verified;MORTGAGE;Current;Em dia;0
